Machine_ID,Hydraulic_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(?C),Spindle_Bearing_Temperature(?C),Downtime
Makino-L1-Unit1-2013,51.21,27,46.4,38.2,Machine_Failure
Makino-L1-Unit1-2013,101.7958044,31.2,45.6,39.4,No_Machine_Failure
Makino-L2-Unit1-2015,81.23,29.8,39.2,33.8,Machine_Failure
Makino-L2-Unit1-2015,72.46602,,51.3,38,No_Machine_Failure
Makino-L3-Unit1-2015,121,28.7,48.4,34.9,Machine_Failure
Makino-L1-Unit1-2013,153.2445889,29.9,54.4,33.3,No_Machine_Failure
Makino-L3-Unit1-2015,79.29,27,40.9,33.1,Machine_Failure
Makino-L3-Unit1-2015,98.03,26.4,43.1,38.6,Machine_Failure
Makino-L3-Unit1-2015,75.46,27,46,32.1,Machine_Failure
Makino-L1-Unit1-2013,68.55,24.4,45,37,Machine_Failure
Makino-L2-Unit1-2015,61.14,30.3,45.6,39,Machine_Failure
Makino-L3-Unit1-2015,119.7611518,33.4,44.1,40.5,No_Machine_Failure
Makino-L3-Unit1-2015,69.36,25.6,43,30.1,Machine_Failure
Makino-L3-Unit1-2015,71.46602,31.2,45.9,37.6,No_Machine_Failure
Makino-L1-Unit1-2013,119.2757617,21.1,49.8,41,No_Machine_Failure
Makino-L1-Unit1-2013,71.46602,21.1,44.3,34.6,No_Machine_Failure
Makino-L3-Unit1-2015,66.65,25.6,46,32.7,Machine_Failure
Makino-L2-Unit1-2015,72.46602,21.7,47.5,35.8,No_Machine_Failure
Makino-L1-Unit1-2013,74.54,24.4,48.1,36.6,Machine_Failure
Makino-L1-Unit1-2013,88.28,5.2,49.4,34.2,Machine_Failure
Makino-L1-Unit1-2013,119.7611518,21.7,52.6,35.5,No_Machine_Failure
Makino-L1-Unit1-2013,90.4587468,10.6,47.1,37.7,No_Machine_Failure
Makino-L3-Unit1-2015,82.9688079,4.5,48.5,36.8,No_Machine_Failure
Makino-L3-Unit1-2015,81.1382212,6.8,40.2,40.9,No_Machine_Failure
Makino-L2-Unit1-2015,99.20799503,22.6,49.2,41.1,No_Machine_Failure
Makino-L1-Unit1-2013,101.3726845,11.9,47.7,34.8,No_Machine_Failure
Makino-L3-Unit1-2015,145.5328462,4.5,49,33.6,No_Machine_Failure
Makino-L2-Unit1-2015,136.4627027,5.7,43.5,31.8,No_Machine_Failure
Makino-L2-Unit1-2015,159.8627216,5.7,39.7,32.9,No_Machine_Failure
Makino-L1-Unit1-2013,72.80236583,12.2,45.2,34.4,No_Machine_Failure
Makino-L1-Unit1-2013,91.17,10.9,53.6,34.3,Machine_Failure
Makino-L1-Unit1-2013,81.1382212,12.2,50.6,34.9,No_Machine_Failure
Makino-L2-Unit1-2015,89.4587468,9.9,50,37.2,No_Machine_Failure
Makino-L3-Unit1-2015,88.27913423,8.7,50.7,29.4,No_Machine_Failure
Makino-L2-Unit1-2015,80.726488,11.9,47.6,25.3,No_Machine_Failure
Makino-L2-Unit1-2015,99.0638894,6.8,46.3,36.2,No_Machine_Failure
Makino-L2-Unit1-2015,61.67,24,41.6,38.3,Machine_Failure
Makino-L1-Unit1-2013,139.7846117,12.2,45.4,33.8,No_Machine_Failure
Makino-L3-Unit1-2015,137.1832617,4.5,55.4,32.4,No_Machine_Failure
Makino-L2-Unit1-2015,108.7954418,5.7,56.4,41.7,No_Machine_Failure
Makino-L1-Unit1-2013,148.4564977,6.8,47.1,33.5,No_Machine_Failure
Makino-L2-Unit1-2015,118.2644748,7.4,52.7,35.1,No_Machine_Failure
Makino-L3-Unit1-2015,117.7166911,8.7,39.3,37.9,No_Machine_Failure
Makino-L2-Unit1-2015,53.83,16.9,51,38.2,Machine_Failure
Makino-L3-Unit1-2015,138.7826023,9.9,42.7,39.3,No_Machine_Failure
Makino-L2-Unit1-2015,125.6978084,10.6,51.4,33.7,No_Machine_Failure
Makino-L3-Unit1-2015,130.9359408,10.6,50.1,34.2,No_Machine_Failure
Makino-L1-Unit1-2013,108.0930432,8.7,46.5,37.2,No_Machine_Failure
Makino-L2-Unit1-2015,82.9688079,7.4,45.7,31.3,No_Machine_Failure
Makino-L1-Unit1-2013,51.78,13.4,51.1,41.1,Machine_Failure
Makino-L1-Unit1-2013,82.87,26.4,41.3,32.2,Machine_Failure
Makino-L1-Unit1-2013,76.53,16.2,54,39.4,Machine_Failure
Makino-L1-Unit1-2013,136.3169005,11.9,56,31.8,No_Machine_Failure
Makino-L3-Unit1-2015,81.1382212,9.9,47.3,31.3,No_Machine_Failure
Makino-L2-Unit1-2015,82.9688079,10.6,52.9,35.8,No_Machine_Failure
Makino-L2-Unit1-2015,142.8096655,7.4,49.9,38.8,No_Machine_Failure
Makino-L2-Unit1-2015,74.82,12.8,48,40.2,Machine_Failure
Makino-L3-Unit1-2015,60.73,28.7,49.1,32.8,Machine_Failure
Makino-L3-Unit1-2015,59.6,25.6,49.9,37.8,Machine_Failure
Makino-L3-Unit1-2015,82.04,20.2,45.6,39.8,Machine_Failure
Makino-L1-Unit1-2013,90.43,17.1,39.4,34.3,Machine_Failure
Makino-L2-Unit1-2015,99.01,6.8,47.3,32.5,Machine_Failure
Makino-L1-Unit1-2013,91.5,14.4,50.7,31.4,Machine_Failure
Makino-L2-Unit1-2015,94.11,30.3,52.8,39,Machine_Failure
Makino-L1-Unit1-2013,136.1737914,8.7,39,33.6,No_Machine_Failure
Makino-L3-Unit1-2015,166.7939415,10.6,46.5,40.3,No_Machine_Failure
Makino-L2-Unit1-2015,89.4587468,6.8,44.1,36.5,No_Machine_Failure
Makino-L1-Unit1-2013,90.4587468,7.4,42.5,42.8,No_Machine_Failure
Makino-L1-Unit1-2013,59.84,27,55.6,34.6,Machine_Failure
Makino-L3-Unit1-2015,80.726488,8.7,47.2,37.5,No_Machine_Failure
Makino-L1-Unit1-2013,86.87,24.4,46,38.2,Machine_Failure
Makino-L3-Unit1-2015,71.69,29.8,50.2,37.3,Machine_Failure
Makino-L2-Unit1-2015,73.96,28.7,42.9,37.5,Machine_Failure
Makino-L1-Unit1-2013,57.19,17.8,39.9,36.6,Machine_Failure
Makino-L2-Unit1-2015,56.61,26.4,46.3,38,Machine_Failure
Makino-L2-Unit1-2015,66.64,30.3,53.6,34.1,Machine_Failure
Makino-L3-Unit1-2015,138.7308033,26.2,44.8,38.6,No_Machine_Failure
Makino-L1-Unit1-2013,143.5776781,12.2,52.1,42.1,No_Machine_Failure
Makino-L3-Unit1-2015,137.0474333,11.9,42.1,38.5,No_Machine_Failure
Makino-L2-Unit1-2015,121.7427429,9.9,39.9,35.2,No_Machine_Failure
Makino-L1-Unit1-2013,80.726488,5.7,55.3,35.9,No_Machine_Failure
Makino-L1-Unit1-2013,143.8776933,26.2,45.3,32.5,No_Machine_Failure
Makino-L3-Unit1-2015,107.7212994,27.5,44.8,34.8,No_Machine_Failure
Makino-L2-Unit1-2015,80.726488,30.2,48.5,36.1,No_Machine_Failure
Makino-L2-Unit1-2015,90.4587468,29.7,51.4,36,No_Machine_Failure
Makino-L3-Unit1-2015,66.52,24.4,42.3,32.3,Machine_Failure
Makino-L2-Unit1-2015,89.4587468,29.6,47.7,35.3,No_Machine_Failure
Makino-L3-Unit1-2015,124.6455631,31,51.5,34,No_Machine_Failure
Makino-L3-Unit1-2015,137.8074349,29.6,43.4,38.6,No_Machine_Failure
Makino-L1-Unit1-2013,102.1440239,31,45.8,34.9,No_Machine_Failure
Makino-L1-Unit1-2013,131.1652291,30.3,46.2,38.2,No_Machine_Failure
Makino-L3-Unit1-2015,119.3088891,30.1,42.6,38.6,No_Machine_Failure
Makino-L3-Unit1-2015,64.48,8.6,44.8,39.7,Machine_Failure
Makino-L3-Unit1-2015,74.27,27,44.9,32.9,Machine_Failure
Makino-L1-Unit1-2013,85.93,26.4,44.1,32.2,Machine_Failure
Makino-L3-Unit1-2015,62.13,25.6,42.4,38.2,Machine_Failure
Makino-L1-Unit1-2013,120.1139345,4.5,53.7,38.5,No_Machine_Failure
Makino-L1-Unit1-2013,99.85,12.8,47.7,34.8,Machine_Failure
Makino-L2-Unit1-2015,143.4401354,21.1,49.4,26.5,No_Machine_Failure
Makino-L2-Unit1-2015,81.1382212,21.6,44.7,37.4,No_Machine_Failure
Makino-L2-Unit1-2015,125.8596394,21.6,47.5,35.1,No_Machine_Failure
Makino-L3-Unit1-2015,88.27913423,21.6,43.1,34.2,No_Machine_Failure
Makino-L3-Unit1-2015,83.08,15.5,54,49.5,Machine_Failure
Makino-L2-Unit1-2015,64.3,29.8,50.6,36.9,Machine_Failure
Makino-L2-Unit1-2015,82.9688079,23,40.8,38.5,No_Machine_Failure
Makino-L3-Unit1-2015,90.4587468,23,46.3,28.9,No_Machine_Failure
Makino-L1-Unit1-2013,89.4587468,23,42.9,30.2,No_Machine_Failure
Makino-L1-Unit1-2013,88.27913423,23,52.8,38.9,No_Machine_Failure
Makino-L3-Unit1-2015,140.1325541,23,45.6,35.3,No_Machine_Failure
Makino-L3-Unit1-2015,146.5445701,23,44.1,42.1,No_Machine_Failure
Makino-L1-Unit1-2013,53.97,28.7,51.2,39.5,Machine_Failure
Makino-L2-Unit1-2015,139.1140382,22.9,48.3,38.1,No_Machine_Failure
Makino-L1-Unit1-2013,70.94,7.8,48.8,39.4,Machine_Failure
Makino-L1-Unit1-2013,84.18,16.8,49.5,40,Machine_Failure
Makino-L1-Unit1-2013,90.32,8.8,54.5,41.3,Machine_Failure
Makino-L1-Unit1-2013,83.88,25.8,54.4,36.5,Machine_Failure
Makino-L2-Unit1-2015,125.7949135,23,51.6,28.9,No_Machine_Failure
Makino-L3-Unit1-2015,79.34,26.5,44.4,36.6,Machine_Failure
Makino-L1-Unit1-2013,53.12,18.5,43.1,32.3,Machine_Failure
Makino-L2-Unit1-2015,62.13,23.1,48.9,34.6,Machine_Failure
Makino-L3-Unit1-2015,66.21,31.9,46.1,37.4,Machine_Failure
Makino-L3-Unit1-2015,81.61,15.4,46.7,26.4,Machine_Failure
Makino-L2-Unit1-2015,63.46,8.7,49.5,33.7,Machine_Failure
Makino-L1-Unit1-2013,85.77,7,47.4,35.7,Machine_Failure
Makino-L3-Unit1-2015,80.726488,23,48.7,38.8,No_Machine_Failure
Makino-L3-Unit1-2015,80.55,11.6,50.8,33.6,Machine_Failure
Makino-L3-Unit1-2015,73.88,24.4,54.7,40,Machine_Failure
Makino-L3-Unit1-2015,59.84,16.4,48.1,36.1,Machine_Failure
Makino-L3-Unit1-2015,78.88,27,46.2,31.1,Machine_Failure
Makino-L3-Unit1-2015,78.31,25.6,44.2,38.4,Machine_Failure
Makino-L1-Unit1-2013,157.22,26.4,52.9,33,Machine_Failure
Makino-L3-Unit1-2015,126.4320231,28.4,47.5,32.3,No_Machine_Failure
Makino-L1-Unit1-2013,64.35,4.3,46.6,30.5,Machine_Failure
Makino-L1-Unit1-2013,130.8869419,28.5,44.4,35.2,No_Machine_Failure
Makino-L3-Unit1-2015,139.8148312,28.5,47.7,32.8,No_Machine_Failure
Makino-L1-Unit1-2013,142.5863964,28.5,50.9,29.2,No_Machine_Failure
Makino-L1-Unit1-2013,76.1,10.1,48.5,30,Machine_Failure
Makino-L3-Unit1-2015,121.3566715,28.5,47.6,32,No_Machine_Failure
Makino-L1-Unit1-2013,68.35,6.4,46.6,37,Machine_Failure
Makino-L2-Unit1-2015,81.84,21.7,46.9,31.8,Machine_Failure
Makino-L3-Unit1-2015,69.82,7.6,51,30.9,Machine_Failure
Makino-L2-Unit1-2015,77.69,18.2,50,41.5,Machine_Failure
Makino-L3-Unit1-2015,125.9242705,28.9,46.1,31.2,No_Machine_Failure
Makino-L1-Unit1-2013,123.5115703,7.4,47.5,34.7,No_Machine_Failure
Makino-L2-Unit1-2015,100.1837321,28.5,46.5,31.9,No_Machine_Failure
Makino-L3-Unit1-2015,120.2825194,28.5,44.4,39.4,No_Machine_Failure
Makino-L1-Unit1-2013,153.5258207,28.5,43.2,37.5,No_Machine_Failure
Makino-L3-Unit1-2015,97.84817886,28.5,52.1,36.8,No_Machine_Failure
Makino-L1-Unit1-2013,73.5721609,28.5,49.8,37.6,No_Machine_Failure
Makino-L2-Unit1-2015,,26.3,48.5,33,No_Machine_Failure
Makino-L3-Unit1-2015,84.08,15.2,47.6,39.3,Machine_Failure
Makino-L1-Unit1-2013,116.4225321,26.1,46,35.2,No_Machine_Failure
Makino-L1-Unit1-2013,108.7495856,26.1,52.8,34.7,No_Machine_Failure
Makino-L1-Unit1-2013,77.6,30.3,53.7,31.4,Machine_Failure
Makino-L3-Unit1-2015,152.0975151,10.6,50.8,30.9,No_Machine_Failure
Makino-L3-Unit1-2015,93.65,5.3,44.9,34.5,Machine_Failure
Makino-L1-Unit1-2013,83.15,32.6,45.7,31.6,Machine_Failure
Makino-L2-Unit1-2015,61.05,6.2,41.9,41.3,Machine_Failure
Makino-L3-Unit1-2015,58.93,4.1,49.5,34.6,Machine_Failure
Makino-L3-Unit1-2015,50.89,13.6,48.2,35.5,Machine_Failure
Makino-L3-Unit1-2015,62.53,10.4,56.5,38.2,Machine_Failure
Makino-L3-Unit1-2015,92.31,13.7,40,28.5,Machine_Failure
Makino-L2-Unit1-2015,88.89,26.4,44.2,33.1,Machine_Failure
Makino-L3-Unit1-2015,74.07,24.6,46.3,37.7,Machine_Failure
Makino-L1-Unit1-2013,75.26,24.4,40.7,34.2,Machine_Failure
Makino-L3-Unit1-2015,99.4,25.6,47.8,32.4,Machine_Failure
Makino-L1-Unit1-2013,115.4686626,9.9,51.6,43.9,No_Machine_Failure
Makino-L2-Unit1-2015,149.0223642,5.7,,41.8,No_Machine_Failure
Makino-L2-Unit1-2015,124.5780795,6.8,42.1,34.1,No_Machine_Failure
Makino-L3-Unit1-2015,136.9313611,7.4,47.6,30.1,No_Machine_Failure
Makino-L2-Unit1-2015,88.58,5,45.8,37.7,Machine_Failure
Makino-L3-Unit1-2015,92.82,17.7,46,37.7,Machine_Failure
Makino-L3-Unit1-2015,123.22,5.3,55.9,40.5,Machine_Failure
Makino-L2-Unit1-2015,129.9538453,9.9,45.2,36.2,No_Machine_Failure
Makino-L2-Unit1-2015,113.6035888,21.6,43.3,40.5,No_Machine_Failure
Makino-L2-Unit1-2015,92.27,21.5,47,37.7,Machine_Failure
Makino-L1-Unit1-2013,82.01,6.1,47.3,38,Machine_Failure
Makino-L2-Unit1-2015,60.44,15.6,51.7,36.3,Machine_Failure
Makino-L1-Unit1-2013,84.95,13.2,47.8,37.7,Machine_Failure
Makino-L2-Unit1-2015,145.6491993,8.7,43.9,32.4,No_Machine_Failure
Makino-L1-Unit1-2013,112.1552699,22.8,51.3,37.9,No_Machine_Failure
Makino-L2-Unit1-2015,73.5721609,4.5,46,26.4,No_Machine_Failure
Makino-L2-Unit1-2015,73.5721609,6.8,44.2,34.8,No_Machine_Failure
Makino-L1-Unit1-2013,79.6,22.7,47.1,33.8,Machine_Failure
Makino-L2-Unit1-2015,116.3647811,7.4,47.7,35.2,No_Machine_Failure
Makino-L3-Unit1-2015,119.676452,22.9,46.5,31.7,No_Machine_Failure
Makino-L2-Unit1-2015,82.67,5.1,51,36.5,Machine_Failure
Makino-L3-Unit1-2015,73.5721609,22.9,49.5,32.4,No_Machine_Failure
Makino-L3-Unit1-2015,51.64,23.8,48.4,32.1,Machine_Failure
Makino-L3-Unit1-2015,96.26,35.6,51.1,40,Machine_Failure
Makino-L1-Unit1-2013,60.69,8.6,48.1,30,Machine_Failure
Makino-L2-Unit1-2015,144.4510341,22.8,48.7,33.9,No_Machine_Failure
Makino-L2-Unit1-2015,92.8557399,22.8,45.3,38.6,No_Machine_Failure
Makino-L3-Unit1-2015,60.42,26.4,45.2,33.3,Machine_Failure
Makino-L2-Unit1-2015,82.71,17,37.5,33,Machine_Failure
Makino-L2-Unit1-2015,73.21,25.6,44,32.4,Machine_Failure
Makino-L3-Unit1-2015,157.47,22.7,41.1,34.7,Machine_Failure
Makino-L3-Unit1-2015,121.86,13.7,48.8,37.6,Machine_Failure
Makino-L2-Unit1-2015,58.6,10.1,41.5,29.6,Machine_Failure
Makino-L1-Unit1-2013,65.99,25.8,50.3,32.6,Machine_Failure
Makino-L3-Unit1-2015,71.76,8.6,51.1,37.9,Machine_Failure
Makino-L1-Unit1-2013,63.5,11.9,44.8,40,Machine_Failure
Makino-L1-Unit1-2013,152.44,13.4,44,38.6,Machine_Failure
Makino-L2-Unit1-2015,90.34,30.3,50,38.6,Machine_Failure
Makino-L3-Unit1-2015,79.64,29.8,49.1,28.2,Machine_Failure
Makino-L2-Unit1-2015,51.86,28.7,40,35.3,Machine_Failure
Makino-L3-Unit1-2015,90.56,15.3,51.8,39.1,Machine_Failure
Makino-L1-Unit1-2013,67.89,25.6,45.1,29.8,Machine_Failure
Makino-L3-Unit1-2015,52.83,24,45.3,30.7,Machine_Failure
Makino-L3-Unit1-2015,70.66,24.4,41.6,33.3,Machine_Failure
Makino-L2-Unit1-2015,59.26,26.4,48.5,39.7,Machine_Failure
Makino-L2-Unit1-2015,94.74,15.1,44.9,36.3,Machine_Failure
Makino-L3-Unit1-2015,59.15,27,43.6,33.3,Machine_Failure
Makino-L3-Unit1-2015,77.49,28.7,54.2,36.2,Machine_Failure
Makino-L2-Unit1-2015,63.49,29.8,48.9,30.3,Machine_Failure
Makino-L2-Unit1-2015,83.7,30.3,43.8,30.5,Machine_Failure
Makino-L2-Unit1-2015,61.7,13.4,50.5,33.2,Machine_Failure
Makino-L1-Unit1-2013,88.38,25.8,51.2,32.5,Machine_Failure
Makino-L2-Unit1-2015,66.32,26.3,51.3,32.3,Machine_Failure
Makino-L2-Unit1-2015,60.89,16.9,44.9,30.2,Machine_Failure
Makino-L1-Unit1-2013,56.07,8.6,40.9,32.5,Machine_Failure
Makino-L2-Unit1-2015,69.46602,23.9,45.9,35.6,No_Machine_Failure
Makino-L3-Unit1-2015,73.5721609,23.8,47,42.4,No_Machine_Failure
Makino-L2-Unit1-2015,137.6558586,23.7,48.7,37,No_Machine_Failure
Makino-L1-Unit1-2013,160.9326372,28.6,47.4,30.9,No_Machine_Failure
Makino-L2-Unit1-2015,175.7562785,23.8,45.5,34.7,No_Machine_Failure
Makino-L3-Unit1-2015,123.1815235,23.9,41.9,40.8,No_Machine_Failure
Makino-L1-Unit1-2013,124.622657,23.8,51.2,27.9,No_Machine_Failure
Makino-L2-Unit1-2015,92.8557399,23.9,58.1,40.2,No_Machine_Failure
Makino-L3-Unit1-2015,130.4514977,23.7,48.3,39.1,No_Machine_Failure
Makino-L3-Unit1-2015,135.3499296,23.8,50.6,38.1,No_Machine_Failure
Makino-L2-Unit1-2015,123.4602914,23.7,53.9,32.9,No_Machine_Failure
Makino-L1-Unit1-2013,131.2006872,23.8,48.9,43.6,No_Machine_Failure
Makino-L1-Unit1-2013,124.140684,23.7,55.4,35.5,No_Machine_Failure
Makino-L1-Unit1-2013,111.9714183,23.7,53.1,39.7,No_Machine_Failure
Makino-L2-Unit1-2015,85.4969095,23.9,45.8,29.1,No_Machine_Failure
Makino-L1-Unit1-2013,124.2879317,23.8,42.6,31.1,No_Machine_Failure
Makino-L1-Unit1-2013,73.5721609,25.7,57.4,37.9,No_Machine_Failure
Makino-L1-Unit1-2013,92.8557399,25.7,46.5,34.8,No_Machine_Failure
Makino-L3-Unit1-2015,105.2280321,23.9,51.4,38.9,No_Machine_Failure
Makino-L1-Unit1-2013,118.3148982,23.9,49.7,38.7,No_Machine_Failure
Makino-L2-Unit1-2015,141.4846578,23.9,53.1,38,No_Machine_Failure
Makino-L2-Unit1-2015,156.955845,23.7,45.1,37.3,No_Machine_Failure
Makino-L2-Unit1-2015,115.5440329,23.7,50,39.2,No_Machine_Failure
Makino-L3-Unit1-2015,137.1410816,23.8,50,33.2,No_Machine_Failure
Makino-L2-Unit1-2015,99.32611437,23.8,48.4,41,No_Machine_Failure
Makino-L2-Unit1-2015,92.53783582,24.1,52.8,31.2,No_Machine_Failure
Makino-L3-Unit1-2015,142.9017341,23.9,45.1,35,No_Machine_Failure
Makino-L1-Unit1-2013,108.289599,23.9,49.9,32,No_Machine_Failure
Makino-L3-Unit1-2015,120.1736358,23.9,55.9,33.7,No_Machine_Failure
Makino-L3-Unit1-2015,111.8432356,23.8,46.4,35.2,No_Machine_Failure
Makino-L3-Unit1-2015,96.16514659,11.9,50.1,45.1,No_Machine_Failure
Makino-L3-Unit1-2015,169.7876695,23.8,44.8,39,No_Machine_Failure
Makino-L1-Unit1-2013,92.8557399,23.7,52.3,30.3,No_Machine_Failure
Makino-L2-Unit1-2015,73.5721609,23.8,54.8,37.2,No_Machine_Failure
Makino-L2-Unit1-2015,103.3771447,23.7,49.3,41.1,No_Machine_Failure
Makino-L2-Unit1-2015,121.9456252,10.6,49.4,27.4,No_Machine_Failure
Makino-L2-Unit1-2015,149.1995778,23.7,40.7,32,No_Machine_Failure
Makino-L1-Unit1-2013,62.2,28.7,48.2,39.7,Machine_Failure
Makino-L3-Unit1-2015,136.9902622,26.4,50.9,35.8,No_Machine_Failure
Makino-L2-Unit1-2015,163.6419735,25.8,51.3,31.9,No_Machine_Failure
Makino-L2-Unit1-2015,111.169835,25.9,47,34,No_Machine_Failure
Makino-L1-Unit1-2013,,25.8,44.3,36.2,No_Machine_Failure
Makino-L2-Unit1-2015,78.99,24.4,44.6,29.7,Machine_Failure
Makino-L1-Unit1-2013,167.0509258,26.4,48.8,37.6,No_Machine_Failure
Makino-L1-Unit1-2013,158.4918456,25.8,45.4,33.7,No_Machine_Failure
Makino-L3-Unit1-2015,97.62,27,43.3,33.2,Machine_Failure
Makino-L2-Unit1-2015,58.57,26.4,46.2,37.1,Machine_Failure
Makino-L3-Unit1-2015,117.7003236,26.3,42.5,38.9,No_Machine_Failure
Makino-L1-Unit1-2013,92.28,25.6,45.1,36.8,Machine_Failure
Makino-L3-Unit1-2015,89.76,30.3,50.8,35,Machine_Failure
Makino-L2-Unit1-2015,68.23,27,55.7,27.9,Machine_Failure
Makino-L1-Unit1-2013,141.8608734,25.8,44.1,33.9,No_Machine_Failure
Makino-L1-Unit1-2013,92.8557399,25.8,50.2,39.6,No_Machine_Failure
Makino-L1-Unit1-2013,73.5721609,25.8,45.7,41.2,No_Machine_Failure
Makino-L1-Unit1-2013,65,7.5,43.4,32.8,Machine_Failure
Makino-L3-Unit1-2015,62.76,16.2,45.8,30.1,Machine_Failure
Makino-L2-Unit1-2015,94.08,7.4,49.6,31.2,Machine_Failure
Makino-L1-Unit1-2013,50.54,29.8,50.5,39.6,Machine_Failure
Makino-L2-Unit1-2015,157.47,28.7,42.4,35.8,Machine_Failure
Makino-L2-Unit1-2015,128.1672184,21.6,43,38.7,No_Machine_Failure
Makino-L3-Unit1-2015,63.86,18.4,47.4,37.5,Machine_Failure
Makino-L1-Unit1-2013,121.0076043,21.6,44.7,31,No_Machine_Failure
Makino-L1-Unit1-2013,136.5762865,21.6,50.2,36.3,No_Machine_Failure
Makino-L2-Unit1-2015,67.15,11.1,53.4,32.8,Machine_Failure
Makino-L1-Unit1-2013,90.61,10.8,50.6,37.4,Machine_Failure
Makino-L2-Unit1-2015,50.41,22.8,53.5,31.6,Machine_Failure
Makino-L3-Unit1-2015,143.336174,22.9,49.5,35,No_Machine_Failure
Makino-L1-Unit1-2013,133.3514702,22.9,47.9,35.8,No_Machine_Failure
Makino-L1-Unit1-2013,83.17,30.3,48,32.4,Machine_Failure
Makino-L3-Unit1-2015,116.1790139,22.7,53.4,34.9,No_Machine_Failure
Makino-L1-Unit1-2013,98.36,25.8,49.6,33.1,Machine_Failure
Makino-L3-Unit1-2015,69.67,8.6,53,29.6,Machine_Failure
Makino-L1-Unit1-2013,97.25,14.7,45.1,32.5,Machine_Failure
Makino-L3-Unit1-2015,147.2301444,22.5,52,29.3,No_Machine_Failure
Makino-L1-Unit1-2013,143.4810872,22.8,47.9,37.1,No_Machine_Failure
Makino-L1-Unit1-2013,159.4426725,22.9,45.9,43.2,No_Machine_Failure
Makino-L2-Unit1-2015,85.93082961,22.1,46.7,35.3,No_Machine_Failure
Makino-L1-Unit1-2013,100.1887273,22.2,47.2,36.4,No_Machine_Failure
Makino-L1-Unit1-2013,84.88,13.4,49,33.4,Machine_Failure
Makino-L1-Unit1-2013,120.4679321,24.1,45.7,36,No_Machine_Failure
Makino-L2-Unit1-2015,145.9140078,9.9,54,37.8,No_Machine_Failure
Makino-L1-Unit1-2013,111.4241916,10.6,50.3,34.4,No_Machine_Failure
Makino-L1-Unit1-2013,135.6527326,11.9,52.7,33.6,No_Machine_Failure
Makino-L3-Unit1-2015,93.34734392,12.2,45.4,33.9,No_Machine_Failure
Makino-L3-Unit1-2015,128.0610817,8.7,59.5,38.5,No_Machine_Failure
Makino-L3-Unit1-2015,99.74031734,7.4,43.1,36.4,No_Machine_Failure
Makino-L3-Unit1-2015,89.86,11.1,51.1,38.4,Machine_Failure
Makino-L3-Unit1-2015,143.7252017,24,56,30.1,No_Machine_Failure
Makino-L1-Unit1-2013,71.17,29.8,50.7,36.4,Machine_Failure
Makino-L1-Unit1-2013,65.48,24.4,45.5,35.6,Machine_Failure
Makino-L1-Unit1-2013,94.68,26.4,45.8,29.4,Machine_Failure
Makino-L3-Unit1-2015,99.73620759,24.1,49.8,32.9,No_Machine_Failure
Makino-L1-Unit1-2013,126.302016,24.1,52.1,40.5,No_Machine_Failure
Makino-L3-Unit1-2015,141.5995839,24.1,44.8,35.4,No_Machine_Failure
Makino-L2-Unit1-2015,99.39,12.8,48.6,41.5,Machine_Failure
Makino-L2-Unit1-2015,54.46,25.6,49.7,44.9,Machine_Failure
Makino-L2-Unit1-2015,121.86,27,50,37.8,Machine_Failure
Makino-L1-Unit1-2013,97.74,24.4,49.6,23.2,Machine_Failure
Makino-L3-Unit1-2015,160.288836,24.1,42.7,33.1,No_Machine_Failure
Makino-L2-Unit1-2015,91.39,30.3,50.7,33.7,Machine_Failure
Makino-L3-Unit1-2015,91.27,24.4,50,31,Machine_Failure
Makino-L3-Unit1-2015,90.82,25.6,41.9,36.7,Machine_Failure
Makino-L1-Unit1-2013,71.49,26.4,51.8,35.9,Machine_Failure
Makino-L1-Unit1-2013,64.35,27,41,30.9,Machine_Failure
Makino-L2-Unit1-2015,77.24,28.7,48.1,33.3,Machine_Failure
Makino-L3-Unit1-2015,98.33,26.4,47.6,40.2,Machine_Failure
Makino-L1-Unit1-2013,74.16,26,54.4,31.5,Machine_Failure
Makino-L2-Unit1-2015,152.39,25.6,47.5,35.9,Machine_Failure
Makino-L1-Unit1-2013,71.13,26.4,44.4,32.3,Machine_Failure
Makino-L1-Unit1-2013,90.53,27,55.2,32.2,Machine_Failure
Makino-L1-Unit1-2013,62.7,28.7,47.9,33.4,Machine_Failure
Makino-L1-Unit1-2013,75.78,29.8,48.6,36.6,Machine_Failure
Makino-L3-Unit1-2015,87.4,30.3,44.8,36.6,Machine_Failure
Makino-L3-Unit1-2015,92.31,24.4,48.9,32.8,Machine_Failure
Makino-L1-Unit1-2013,102.5925981,,47.1,37.9,No_Machine_Failure
Makino-L2-Unit1-2015,112.8119723,23.1,55.9,38.8,No_Machine_Failure
Makino-L1-Unit1-2013,110.3979444,25.8,51.8,34.4,No_Machine_Failure
Makino-L3-Unit1-2015,100.088149,26.4,44.5,34.7,No_Machine_Failure
Makino-L3-Unit1-2015,99.00520698,28.9,46.5,30.2,No_Machine_Failure
Makino-L3-Unit1-2015,136.968176,27.1,52,34.2,No_Machine_Failure
Makino-L2-Unit1-2015,81.37,23.3,53,28.9,Machine_Failure
Makino-L3-Unit1-2015,64.81,29.8,48.8,36,Machine_Failure
Makino-L2-Unit1-2015,63.08,28.7,48.7,39.1,Machine_Failure
Makino-L2-Unit1-2015,66.1,27,41.1,31.2,Machine_Failure
